"Id
===
Id
===
int-c","名字
===
Name
===
string-c","描述
===
Desc
===
string-c","图像512
===
Icon512
===
string-c","图像256
===
Icon256
===
string-c","图像128
===
Icon128
===
string-c","图像64
===
Icon64
===
string-c","图像32
===
Icon32
===
string-c","模型主题文件
===
ModelBodyFile
===
string-c","模型网格文件
===
ModelMeshFile
===
string-c","材质文件0
===
MaterialFiles0
===
string-c","材质文件1
===
MaterialFiles1
===
string-c","材质文件2
===
MaterialFiles2
===
string-c","特效0.特效挂载点
===
Effects0.Point
===
string-c","特效0.特效文件
===
Effects0.File
===
string-c","特效1.特效挂载点
===
Effects1.Point
===
string-c","特效1.特效文件
===
Effects1.File
===
string-c","特效2.特效挂载点
===
Effects2.Point
===
string-c","特效2.特效文件
===
Effects2.File
===
string-c","缩放百分比
===
ScalePercent
===
float-c","模型长度
===
Lenght
===
float-c","模型宽度
===
Width
===
float-c","模型高度
===
Hight
===
float-c","动作ID
===
ActionId
===
int-c","移动半径
===
NavRange
===
float-c","碰撞半径
===
ColliderRange
===
float-c","碰撞高度
===
ColliderHight
===
float-c","被击音效0
===
BeHitSound0
===
int-c","被击音效1
===
BeHitSound1
===
int-c","被击音效2
===
BeHitSound2
===
int-c","被击音效3
===
BeHitSound3
===
int-c","行走音效
===
MoveSound
===
int-c"
3571,无惧深渊,,Weapon_3551,Weapon_3551,Weapon_3551,Weapon_3551,Weapon_3551,Weapon_S_12_SM,,Weapon_S_12,,,FixP1,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6000,布衣,,Clothes_6000,Clothes_6000,Clothes_6000,Clothes_6000,Clothes_6000,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6001,守护衣,,Clothes_6001,Clothes_6001,Clothes_6001,Clothes_6001,Clothes_6001,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6002,遗落夜行衣,,Clothes_6002,Clothes_6002,Clothes_6002,Clothes_6002,Clothes_6002,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6003,山谷外衣,,Clothes_6003,Clothes_6003,Clothes_6003,Clothes_6003,Clothes_6003,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6004,隐形外衣,,Clothes_6004,Clothes_6004,Clothes_6004,Clothes_6004,Clothes_6004,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6005,切喉者外衣,,Clothes_6005,Clothes_6005,Clothes_6005,Clothes_6005,Clothes_6005,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6006,憎恶皮衣,,Clothes_6006,Clothes_6006,Clothes_6006,Clothes_6006,Clothes_6006,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6007,猎犬皮衣,,Clothes_6007,Clothes_6007,Clothes_6007,Clothes_6007,Clothes_6007,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6008,乌血胸甲,,Clothes_6008,Clothes_6008,Clothes_6008,Clothes_6008,Clothes_6008,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6009,暴君胸甲,,Clothes_6009,Clothes_6009,Clothes_6009,Clothes_6009,Clothes_6009,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6010,射手胸甲,,Clothes_6010,Clothes_6010,Clothes_6010,Clothes_6010,Clothes_6010,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6011,远古胸甲,,Clothes_6011,Clothes_6011,Clothes_6011,Clothes_6011,Clothes_6011,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6012,噬魔胸甲,,Clothes_6012,Clothes_6012,Clothes_6012,Clothes_6012,Clothes_6012,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6013,熔火胸甲,,Clothes_6013,Clothes_6013,Clothes_6013,Clothes_6013,Clothes_6013,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6014,塑血胸甲,,Clothes_6014,Clothes_6014,Clothes_6014,Clothes_6014,Clothes_6014,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6015,手工皮衣,,Clothes_6015,Clothes_6015,Clothes_6015,Clothes_6015,Clothes_6015,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6016,狡诈外衣,,Clothes_6016,Clothes_6016,Clothes_6016,Clothes_6016,Clothes_6016,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6017,发现之衣,,Clothes_6017,Clothes_6017,Clothes_6017,Clothes_6017,Clothes_6017,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6018,流沙胸甲,,Clothes_6018,Clothes_6018,Clothes_6018,Clothes_6018,Clothes_6018,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6019,数魂胸甲,,Clothes_6019,Clothes_6019,Clothes_6019,Clothes_6019,Clothes_6019,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6020,斩苔者胸甲,,Clothes_6020,Clothes_6020,Clothes_6020,Clothes_6020,Clothes_6020,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6021,苦难胸甲,,Clothes_6021,Clothes_6021,Clothes_6021,Clothes_6021,Clothes_6021,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6022,裂鳞胸甲,,Clothes_6022,Clothes_6022,Clothes_6022,Clothes_6022,Clothes_6022,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6023,祥和胸甲,,Clothes_6023,Clothes_6023,Clothes_6023,Clothes_6023,Clothes_6023,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6024,畸变胸甲,,Clothes_6024,Clothes_6024,Clothes_6024,Clothes_6024,Clothes_6024,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6025,追猎胸甲,,Clothes_6025,Clothes_6025,Clothes_6025,Clothes_6025,Clothes_6025,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6026,蝙蝠外衣,,Clothes_6026,Clothes_6026,Clothes_6026,Clothes_6026,Clothes_6026,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6027,节制外衣,,Clothes_6027,Clothes_6027,Clothes_6027,Clothes_6027,Clothes_6027,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6028,蛮皮外衣,,Clothes_6028,Clothes_6028,Clothes_6028,Clothes_6028,Clothes_6028,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6029,赤鳞胸甲,,Clothes_6029,Clothes_6029,Clothes_6029,Clothes_6029,Clothes_6029,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6030,巫医胸甲,,Clothes_6030,Clothes_6030,Clothes_6030,Clothes_6030,Clothes_6030,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6031,暴虐胸甲,,Clothes_6031,Clothes_6031,Clothes_6031,Clothes_6031,Clothes_6031,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6032,死神胸甲,,Clothes_6032,Clothes_6032,Clothes_6032,Clothes_6032,Clothes_6032,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6033,嘶声胸甲,,Clothes_6033,Clothes_6033,Clothes_6033,Clothes_6033,Clothes_6033,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6034,灵液胸甲,,Clothes_6034,Clothes_6034,Clothes_6034,Clothes_6034,Clothes_6034,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6035,天空胸甲,,Clothes_6035,Clothes_6035,Clothes_6035,Clothes_6035,Clothes_6035,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6036,游击胸甲,,Clothes_6036,Clothes_6036,Clothes_6036,Clothes_6036,Clothes_6036,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6037,恐角梦魇,,Clothes_6037,Clothes_6037,Clothes_6037,Clothes_6037,Clothes_6037,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6038,七星圣印,,Clothes_6038,Clothes_6038,Clothes_6038,Clothes_6038,Clothes_6038,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6039,不屈之魂,,Clothes_6039,Clothes_6039,Clothes_6039,Clothes_6039,Clothes_6039,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6040,恐惧护卫,,Clothes_6040,Clothes_6040,Clothes_6040,Clothes_6040,Clothes_6040,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6041,堕落苦难,,Clothes_6041,Clothes_6041,Clothes_6041,Clothes_6041,Clothes_6041,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6042,沙芒之境,,Clothes_6042,Clothes_6042,Clothes_6042,Clothes_6042,Clothes_6042,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6043,独眼恐惧,,Clothes_6043,Clothes_6043,Clothes_6043,Clothes_6043,Clothes_6043,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6044,上古战王,,Clothes_6044,Clothes_6044,Clothes_6044,Clothes_6044,Clothes_6044,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6045,鎏金胸甲,,Clothes_6045,Clothes_6045,Clothes_6045,Clothes_6045,Clothes_6045,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6046,残阳胸甲,,Clothes_6046,Clothes_6046,Clothes_6046,Clothes_6046,Clothes_6046,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6047,不屈胸甲,,Clothes_6047,Clothes_6047,Clothes_6047,Clothes_6047,Clothes_6047,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6048,火鸟胸甲,,Clothes_6048,Clothes_6048,Clothes_6048,Clothes_6048,Clothes_6048,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6049,日锻胸甲,,Clothes_6049,Clothes_6049,Clothes_6049,Clothes_6049,Clothes_6049,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6050,隐秘胸甲,,Clothes_6050,Clothes_6050,Clothes_6050,Clothes_6050,Clothes_6050,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6051,尖啸胸甲,,Clothes_6051,Clothes_6051,Clothes_6051,Clothes_6051,Clothes_6051,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6052,恶毒胸甲,,Clothes_6052,Clothes_6052,Clothes_6052,Clothes_6052,Clothes_6052,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6053,凯旋之翼,,Clothes_6053,Clothes_6053,Clothes_6053,Clothes_6053,Clothes_6053,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6054,缚星光辉,,Clothes_6054,Clothes_6054,Clothes_6054,Clothes_6054,Clothes_6054,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6055,地心魄甲,,Clothes_6055,Clothes_6055,Clothes_6055,Clothes_6055,Clothes_6055,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6056,吞天之喉,,Clothes_6056,Clothes_6056,Clothes_6056,Clothes_6056,Clothes_6056,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6057,魔古末裔,,Clothes_6057,Clothes_6057,Clothes_6057,Clothes_6057,Clothes_6057,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6058,玄武之甲,,Clothes_6058,Clothes_6058,Clothes_6058,Clothes_6058,Clothes_6058,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6059,闪电帝王,,Clothes_6059,Clothes_6059,Clothes_6059,Clothes_6059,Clothes_6059,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6060,雷霆堡垒,,Clothes_6060,Clothes_6060,Clothes_6060,Clothes_6060,Clothes_6060,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6061,生命胸甲,,Clothes_6061,Clothes_6061,Clothes_6061,Clothes_6061,Clothes_6061,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6062,岩牙胸甲,,Clothes_6062,Clothes_6062,Clothes_6062,Clothes_6062,Clothes_6062,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6063,疤壳胸甲,,Clothes_6063,Clothes_6063,Clothes_6063,Clothes_6063,Clothes_6063,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6064,碧空胸甲,,Clothes_6064,Clothes_6064,Clothes_6064,Clothes_6064,Clothes_6064,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6065,冰雪胸甲,,Clothes_6065,Clothes_6065,Clothes_6065,Clothes_6065,Clothes_6065,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6066,腐蚀胸甲,,Clothes_6066,Clothes_6066,Clothes_6066,Clothes_6066,Clothes_6066,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6067,堕落胸甲,,Clothes_6067,Clothes_6067,Clothes_6067,Clothes_6067,Clothes_6067,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6068,藏王胸甲,,Clothes_6068,Clothes_6068,Clothes_6068,Clothes_6068,Clothes_6068,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6069,猜忌粉碎者,,Clothes_6069,Clothes_6069,Clothes_6069,Clothes_6069,Clothes_6069,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6070,雕饰甲壳,,Clothes_6070,Clothes_6070,Clothes_6070,Clothes_6070,Clothes_6070,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6071,白虎护胸,,Clothes_6071,Clothes_6071,Clothes_6071,Clothes_6071,Clothes_6071,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6072,禁忌之塔,,Clothes_6072,Clothes_6072,Clothes_6072,Clothes_6072,Clothes_6072,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6073,不屈血甲,,Clothes_6073,Clothes_6073,Clothes_6073,Clothes_6073,Clothes_6073,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6074,在世守护者,,Clothes_6074,Clothes_6074,Clothes_6074,Clothes_6074,Clothes_6074,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6075,不屈脊梁,,Clothes_6075,Clothes_6075,Clothes_6075,Clothes_6075,Clothes_6075,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
6076,焦热灵火,,Clothes_6076,Clothes_6076,Clothes_6076,Clothes_6076,Clothes_6076,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7000,金项链,,Necklace_7000,Necklace_7000,Necklace_7000,Necklace_7000,Necklace_7000,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7001,明金项链,,Necklace_7001,Necklace_7001,Necklace_7001,Necklace_7001,Necklace_7001,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7002,逝光项链,,Necklace_7002,Necklace_7002,Necklace_7002,Necklace_7002,Necklace_7002,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7003,守护者项链,,Necklace_7003,Necklace_7003,Necklace_7003,Necklace_7003,Necklace_7003,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7004,无暇项链,,Necklace_7004,Necklace_7004,Necklace_7004,Necklace_7004,Necklace_7004,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7005,失传项链,,Necklace_7005,Necklace_7005,Necklace_7005,Necklace_7005,Necklace_7005,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7006,铸剑者项链,,Necklace_7006,Necklace_7006,Necklace_7006,Necklace_7006,Necklace_7006,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7007,射手项链,,Necklace_7007,Necklace_7007,Necklace_7007,Necklace_7007,Necklace_7007,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7008,灰火吊坠,,Necklace_7008,Necklace_7008,Necklace_7008,Necklace_7008,Necklace_7008,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7009,点火吊坠,,Necklace_7009,Necklace_7009,Necklace_7009,Necklace_7009,Necklace_7009,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7010,染血吊坠,,Necklace_7010,Necklace_7010,Necklace_7010,Necklace_7010,Necklace_7010,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7011,破空吊坠,,Necklace_7011,Necklace_7011,Necklace_7011,Necklace_7011,Necklace_7011,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7012,晓月吊坠,,Necklace_7012,Necklace_7012,Necklace_7012,Necklace_7012,Necklace_7012,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7013,灵魂吊坠,,Necklace_7013,Necklace_7013,Necklace_7013,Necklace_7013,Necklace_7013,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7014,祈祷吊坠,,Necklace_7014,Necklace_7014,Necklace_7014,Necklace_7014,Necklace_7014,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7015,暖阳吊坠,,Necklace_7015,Necklace_7015,Necklace_7015,Necklace_7015,Necklace_7015,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7016,掌窑吊坠,,Necklace_7016,Necklace_7016,Necklace_7016,Necklace_7016,Necklace_7016,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7017,防御项链,,Necklace_7017,Necklace_7017,Necklace_7017,Necklace_7017,Necklace_7017,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7018,陶俑项链,,Necklace_7018,Necklace_7018,Necklace_7018,Necklace_7018,Necklace_7018,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7019,月玉项链,,Necklace_7019,Necklace_7019,Necklace_7019,Necklace_7019,Necklace_7019,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7020,活化吊坠,,Necklace_7020,Necklace_7020,Necklace_7020,Necklace_7020,Necklace_7020,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7021,蛇颅吊坠,,Necklace_7021,Necklace_7021,Necklace_7021,Necklace_7021,Necklace_7021,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7022,闪光吊坠,,Necklace_7022,Necklace_7022,Necklace_7022,Necklace_7022,Necklace_7022,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7023,玄武吊坠,,Necklace_7023,Necklace_7023,Necklace_7023,Necklace_7023,Necklace_7023,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7024,无暇吊坠,,Necklace_7024,Necklace_7024,Necklace_7024,Necklace_7024,Necklace_7024,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7025,凝虚吊坠,,Necklace_7025,Necklace_7025,Necklace_7025,Necklace_7025,Necklace_7025,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7026,永耀吊坠,,Necklace_7026,Necklace_7026,Necklace_7026,Necklace_7026,Necklace_7026,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7027,念珠吊坠,,Necklace_7027,Necklace_7027,Necklace_7027,Necklace_7027,Necklace_7027,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
7028,魔古氏吊坠,,Necklace_7028,Necklace_7028,Necklace_7028,Necklace_7028,Necklace_7028,Drop_BaoXiang_01_SM,,drop_baoxiang_01,,,,,,,,,1,1,1,1,-1,0.5,0.5,2,-1,-1,-1,-1,-1
